URL: /
Timestamp: Thu Oct 20 2022 18:59:26 GMT-0400 (Eastern Daylight Time)
::1 - - [16/Dec/2022:22:12:54 +0000] "DELETE /movie-api/user/1/favoriteMovie/3 HTTP/1.1" 404 174 "-" "PostmanRuntime/7.29.2"
::1 - - [16/Dec/2022:22:13:10 +0000] "DELETE /movie-api/user/1,%20/favoriteMovie/3 HTTP/1.1" 404 178 "-" "PostmanRuntime/7.29.2"
::1 - - [16/Dec/2022:22:14:15 +0000] "DELETE /movie-api/user/1/favoriteMovie/3 HTTP/1.1" 404 174 "-" "PostmanRuntime/7.29.2"
::1 - - [16/Dec/2022:22:14:55 +0000] "DELETE /movie-api/user/1/favoriteMovie/3 HTTP/1.1" 200 154 "-" "PostmanRuntime/7.29.2"
::1 - - [16/Dec/2022:22:49:44 +0000] "PUT /movie-api/user/5 HTTP/1.1" 201 180 "-" "PostmanRuntime/7.29.2"
::1 - - [16/Dec/2022:22:50:56 +0000] "PUT /movie-api/user/5 HTTP/1.1" 201 129 "-" "PostmanRuntime/7.29.2"
::1 - - [16/Dec/2022:22:51:45 +0000] "DELETE /movie-api/user/5/favoriteMovie/3 HTTP/1.1" 200 127 "-" "PostmanRuntime/7.29.2"
::1 - - [16/Dec/2022:22:56:30 +0000] "PUT /movie-api/user/5 HTTP/1.1" 500 19 "-" "PostmanRuntime/7.29.2"
::1 - - [16/Dec/2022:22:56:54 +0000] "PUT /movie-api/user/6 HTTP/1.1" 201 129 "-" "PostmanRuntime/7.29.2"
::1 - - [20/Dec/2022:23:35:52 +0000] "GET /movie-api HTTP/1.1" 401 - "-" "PostmanRuntime/7.29.2"
::1 - - [20/Dec/2022:23:36:57 +0000] "GET /movie-api HTTP/1.1" 200 24 "-" "PostmanRuntime/7.29.2"
::1 - - [20/Dec/2022:23:42:03 +0000] "POST /movie-api/user/6 HTTP/1.1" 404 156 "-" "PostmanRuntime/7.29.2"
::1 - - [20/Dec/2022:23:45:30 +0000] "PUT /movie-api/user/6 HTTP/1.1" 401 - "-" "PostmanRuntime/7.29.2"
::1 - - [20/Dec/2022:23:46:14 +0000] "PUT /movie-api/user/6 HTTP/1.1" 201 137 "-" "PostmanRuntime/7.29.2"
::1 - - [24/Dec/2022:00:21:41 +0000] "GET /movie-api/movies HTTP/1.1" 401 - "-" "PostmanRuntime/7.29.2"
::1 - - [24/Dec/2022:00:21:53 +0000] "GET /movie-api/movies HTTP/1.1" 200 8368 "-" "PostmanRuntime/7.29.2"
::1 - - [24/Dec/2022:00:25:12 +0000] "GET /movie-api/movie/%20:title' HTTP/1.1" - - "-" "PostmanRuntime/7.29.2"
::1 - - [24/Dec/2022:00:25:34 +0000] "GET /movie-api/movie/:title' HTTP/1.1" - - "-" "PostmanRuntime/7.29.2"
::1 - - [24/Dec/2022:00:26:16 +0000] "GET /movie-api/movie/:title' HTTP/1.1" - - "-" "PostmanRuntime/7.29.2"
::1 - - [24/Dec/2022:00:26:27 +0000] "GET /movie-api/movie/%20:title' HTTP/1.1" - - "-" "PostmanRuntime/7.29.2"
::1 - - [24/Dec/2022:00:28:42 +0000] "GET /movie-api/movie/Trainwreck HTTP/1.1" - - "-" "PostmanRuntime/7.29.2"
::1 - - [24/Dec/2022:00:29:47 +0000] "GET /movie-api/movie/:Inception HTTP/1.1" - - "-" "PostmanRuntime/7.29.2"
::1 - - [24/Dec/2022:00:29:55 +0000] "GET /movie-api/movie/Inception HTTP/1.1" - - "-" "PostmanRuntime/7.29.2"
::1 - - [24/Dec/2022:00:30:08 +0000] "GET /movie-api/movie/Inception HTTP/1.1" - - "-" "PostmanRuntime/7.29.2"
::1 - - [24/Dec/2022:00:31:02 +0000] "GET /movie-api/movie/%20Inception HTTP/1.1" - - "-" "PostmanRuntime/7.29.2"
::1 - - [24/Dec/2022:00:32:48 +0000] "GET /movie-api/movies/director/Christopher%Nolan HTTP/1.1" 400 1788 "-" "PostmanRuntime/7.29.2"
::1 - - [24/Dec/2022:00:32:56 +0000] "GET /movie-api/movies/director/Christopher%Nolan HTTP/1.1" 400 1788 "-" "PostmanRuntime/7.29.2"
::1 - - [24/Dec/2022:00:33:22 +0000] "GET /movie-api/movies/director/Christopher%Nolan HTTP/1.1" 400 1788 "-" "PostmanRuntime/7.29.2"
::1 - - [24/Dec/2022:00:33:50 +0000] "GET /movie-api/movies/director/Christopher%20Nolan HTTP/1.1" 200 102 "-" "PostmanRuntime/7.29.2"
::1 - - [24/Dec/2022:00:39:46 +0000] "POST /movie-api/user/favoriteMovie HTTP/1.1" 201 57 "-" "PostmanRuntime/7.29.2"
::1 - - [24/Dec/2022:00:44:59 +0000] "DELETE /movie-api/user/1/favoriteMovie/3 HTTP/1.1" 200 148 "-" "PostmanRuntime/7.29.2"
::1 - - [24/Dec/2022:00:47:00 +0000] "DELETE /movie-api/user/4 HTTP/1.1" 200 51 "-" "PostmanRuntime/7.29.2"
::1 - - [24/Dec/2022:00:52:56 +0000] "GET /movie-api/movie/:Tenet HTTP/1.1" - - "-" "PostmanRuntime/7.29.2"
::1 - - [24/Dec/2022:00:53:06 +0000] "GET /movie-api/movie/Tenet HTTP/1.1" - - "-" "PostmanRuntime/7.29.2"
::1 - - [24/Dec/2022:01:10:59 +0000] "GET /movie-api/genre/Action HTTP/1.1" 200 188 "-" "PostmanRuntime/7.29.2"
::1 - - [24/Dec/2022:03:24:51 +0000] "PUT /movie-api/user/6 HTTP/1.1" 500 19 "-" "PostmanRuntime/7.29.2"
::1 - - [24/Dec/2022:03:25:34 +0000] "GET /movie-api/users/ HTTP/1.1" 404 155 "-" "PostmanRuntime/7.29.2"
::1 - - [24/Dec/2022:03:26:01 +0000] "GET /movie-api/users/ HTTP/1.1" 404 155 "-" "PostmanRuntime/7.29.2"
::1 - - [24/Dec/2022:03:26:19 +0000] "GET /movie-api/users/ HTTP/1.1" 404 155 "-" "PostmanRuntime/7.29.2"
::1 - - [27/Dec/2022:20:25:17 +0000] "GET /movie-api/users/ HTTP/1.1" 404 155 "-" "PostmanRuntime/7.30.0"
::1 - - [27/Dec/2022:20:25:34 +0000] "GET /movie-api/user/ HTTP/1.1" 404 154 "-" "PostmanRuntime/7.30.0"
::1 - - [27/Dec/2022:20:25:50 +0000] "GET /movie-api/users/3 HTTP/1.1" 404 156 "-" "PostmanRuntime/7.30.0"
::1 - - [27/Dec/2022:20:39:50 +0000] "GET /movie-api/users HTTP/1.1" 404 154 "-" "PostmanRuntime/7.30.0"
::1 - - [27/Dec/2022:20:50:50 +0000] "POST /movie-api/users HTTP/1.1" 200 0 "-" "PostmanRuntime/7.30.0"
::1 - - [27/Dec/2022:20:54:59 +0000] "POST /movie-api/users HTTP/1.1" 200 0 "-" "PostmanRuntime/7.30.0"
::1 - - [27/Dec/2022:20:56:45 +0000] "POST /movie-api/users HTTP/1.1" 200 0 "-" "PostmanRuntime/7.30.0"
::1 - - [27/Dec/2022:20:57:56 +0000] "POST /movie-api/users HTTP/1.1" 200 0 "-" "PostmanRuntime/7.30.0"
::1 - - [27/Dec/2022:20:59:43 +0000] "POST /movie-api/users HTTP/1.1" 200 0 "-" "PostmanRuntime/7.30.0"
::1 - - [27/Dec/2022:21:01:31 +0000] "GET /movie-api/movies/director/Christopher%20Nolan HTTP/1.1" 200 102 "-" "PostmanRuntime/7.30.0"
::1 - - [27/Dec/2022:21:03:47 +0000] "POST /movie-api/user HTTP/1.1" 400 24 "-" "PostmanRuntime/7.30.0"
::1 - - [27/Dec/2022:21:06:54 +0000] "POST /movie-api/user HTTP/1.1" 500 58 "-" "PostmanRuntime/7.30.0"
::1 - - [27/Dec/2022:21:11:55 +0000] "POST /movie-api/user HTTP/1.1" 500 58 "-" "PostmanRuntime/7.30.0"
::1 - - [27/Dec/2022:21:12:28 +0000] "POST /movie-api/user HTTP/1.1" 500 58 "-" "PostmanRuntime/7.30.0"
::1 - - [27/Dec/2022:21:27:52 +0000] "POST /movie-api/user HTTP/1.1" 201 202 "-" "PostmanRuntime/7.30.0"
::1 - - [27/Dec/2022:21:52:57 +0000] "POST /movie-api/user HTTP/1.1" 400 80 "-" "PostmanRuntime/7.30.0"
::1 - - [27/Dec/2022:21:54:18 +0000] "POST /movie-api/user HTTP/1.1" 400 86 "-" "PostmanRuntime/7.30.0"
::1 - - [27/Dec/2022:21:54:36 +0000] "POST /movie-api/user HTTP/1.1" 400 24 "-" "PostmanRuntime/7.30.0"
